ID,Titulo,PS4,PS5,Tipo,Consola,URL,Venta
1076,Resident Evil 4 Gold Edition PS4 & PS5,show,show,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202401/2906/78161bc117f3d712bca47348db7a8be7e4ac6c4a2b98d88a.png?w=1024&,
921,Resident Evil 6,show,hide,Primaria,PS5,https://image.api.playstation.com/vulcan/img/cfn/11307iFekmRyvczwhwVHpodf6iiXjo8Duo5SDvbbjvQX0vC0NZ6lXPooKItDs7qBEGnf_OUQu9sqPtfVVbAnZFU8Mb8DpvH_.png?w=1024&,
921,Resident Evil 6,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/img/cfn/11307iFekmRyvczwhwVHpodf6iiXjo8Duo5SDvbbjvQX0vC0NZ6lXPooKItDs7qBEGnf_OUQu9sqPtfVVbAnZFU8Mb8DpvH_.png?w=1024&,
921,Resident Evil 6,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/img/cfn/11307iFekmRyvczwhwVHpodf6iiXjo8Duo5SDvbbjvQX0vC0NZ6lXPooKItDs7qBEGnf_OUQu9sqPtfVVbAnZFU8Mb8DpvH_.png?w=1024&,3.0
929,Resident Evil Revelations 2 Deluxe Edition,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP0102/CUSA00924_00/gri8C5T2j5pLUw4e9szA9npjaswoCsKI.png?w=1024&,
929,Resident Evil Revelations 2 Deluxe Edition,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP0102/CUSA00924_00/gri8C5T2j5pLUw4e9szA9npjaswoCsKI.png?w=1024&,
934,Riders Republic Skate Edition,show,show,Primaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202308/0718/9b6c9c4b0d240309dcb121618e0febdc525222ddd9b9930f.png?w=1024&,
934,Riders Republic Skate Edition,show,show,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202308/0718/9b6c9c4b0d240309dcb121618e0febdc525222ddd9b9930f.png?w=1024&,
934,Riders Republic Skate Edition,show,show,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202308/0718/9b6c9c4b0d240309dcb121618e0febdc525222ddd9b9930f.png?w=1024&,
966,Rise of the Tomb Raider: 20 Year Celebration,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP0082/CUSA05794_00/HzYMHoXoANNfVJ5BlxcTJ8bpCHCW3j8j.png?w=1024&,
966,Rise of the Tomb Raider: 20 Year Celebration,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP0082/CUSA05794_00/HzYMHoXoANNfVJ5BlxcTJ8bpCHCW3j8j.png?w=1024&,
