ID,Titulo,PS4,PS5,Tipo,Consola,URL,Venta
936,Rooftops & Alleys: The Parkour Game,hide,show,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202504/1008/8e01a5f8b523d73ff80a985620989bf97d9e4e8570eef3f1.png?w=1024&,
1175,Saints Row IV Re-Elected,show,hide,Primaria,PS5,https://image.api.playstation.com/cdn/UP2047/CUSA01164_00/nhM6vndQ0hzEwA6FKh99Kjq9ILNaQ8tm.png?w=1024&,
1175,Saints Row IV Re-Elected,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP2047/CUSA01164_00/nhM6vndQ0hzEwA6FKh99Kjq9ILNaQ8tm.png?w=1024&,
1175,Saints Row IV Re-Elected,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP2047/CUSA01164_00/nhM6vndQ0hzEwA6FKh99Kjq9ILNaQ8tm.png?w=1024&,
940,SCARLET NEXUS Deluxe Edition PS4 & PS5,show,show,Primaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202102/2303/wOaKHu4VK4n4sVGU5XGnWzZY.png?w=1024&,
971,Sekiro: Shadows Die Twice - Game of the Year Edition,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/img/rnd/202010/2723/knxU5uU5aKvQChKX5OvWtSGC.png?w=1024&,
971,Sekiro: Shadows Die Twice - Game of the Year Edition,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/img/rnd/202010/2723/knxU5uU5aKvQChKX5OvWtSGC.png?w=1024&,
1195,SHADOW OF THE COLOSSUS,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/img/rnd/202010/2319/XtqYrG2LWer39eExYBsh9J5x.png?w=1024&,
1195,SHADOW OF THE COLOSSUS,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/img/rnd/202010/2319/XtqYrG2LWer39eExYBsh9J5x.png?w=1024&,
954,Sniper Elite V2 Remastered,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP4363/CUSA12404_00/lE6iCKmXnRDxHlgfoAY8nME8ym9KCYGS.png?w=1024&,
954,Sniper Elite V2 Remastered,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP4363/CUSA12404_00/lE6iCKmXnRDxHlgfoAY8nME8ym9KCYGS.png?w=1024&,
984,TEKKEN 7,show,hide,Primaria,PS5,https://image.api.playstation.com/cdn/UP0700/CUSA05972_00/4yfeeKKfJdD5WzDQsoiM3xrcqPlpDLm7.png?w=1024&,
984,TEKKEN 7,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP0700/CUSA05972_00/4yfeeKKfJdD5WzDQsoiM3xrcqPlpDLm7.png?w=1024&,
984,TEKKEN 7,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP0700/CUSA05972_00/4yfeeKKfJdD5WzDQsoiM3xrcqPlpDLm7.png?w=1024&,
1094,The Crew Motorfest,show,hide,Primaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202305/2315/607d9ed1ac762c9de33ef73fd09b3431d0b96ef4985ac2fb.png?w=1024&,16.0
1094,The Crew Motorfest,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202305/2315/607d9ed1ac762c9de33ef73fd09b3431d0b96ef4985ac2fb.png?w=1024&,
1094,The Crew Motorfest,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202305/2315/607d9ed1ac762c9de33ef73fd09b3431d0b96ef4985ac2fb.png?w=1024&,
999,The Evil Within 2,show,hide,Primaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202010/0100/iLBYSuHyeGG5CVXTkSm4MKTo.png?w=1024&,
999,The Evil Within 2,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202010/0100/iLBYSuHyeGG5CVXTkSm4MKTo.png?w=1024&,
999,The Evil Within 2,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202010/0100/iLBYSuHyeGG5CVXTkSm4MKTo.png?w=1024&,
1108,THE FOREST,show,hide,Primaria,PS5,https://image.api.playstation.com/cdn/UP0240/CUSA10518_00/Zgjse2LA3r6ZknG2wN4FDAmUuZXwe09g.png?w=1024&,14.0
1108,THE FOREST,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP0240/CUSA10518_00/Zgjse2LA3r6ZknG2wN4FDAmUuZXwe09g.png?w=1024&,
1108,THE FOREST,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP0240/CUSA10518_00/Zgjse2LA3r6ZknG2wN4FDAmUuZXwe09g.png?w=1024&,
1005,The Last Of Us Remastered,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/img/rnd/202011/1020/FKgazVvG7BcWouCr39mIiXkW.png?w=1024&,
1005,The Last Of Us Remastered,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/img/rnd/202011/1020/FKgazVvG7BcWouCr39mIiXkW.png?w=1024&,
1012,The Witcher 3: Wild Hunt ? Complete Edition,show,show,Primaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202211/0714/S1jCzktWD7XJSRkz4kNYNVM0.png?w=1024&,
1012,The Witcher 3: Wild Hunt ? Complete Edition,show,show,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202211/0714/S1jCzktWD7XJSRkz4kNYNVM0.png?w=1024&,
1012,The Witcher 3: Wild Hunt ? Complete Edition,show,show,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202211/0714/S1jCzktWD7XJSRkz4kNYNVM0.png?w=1024&,
1014,Tom Clancys Ghost Recon Breakpoint,show,hide,Primaria,PS5,https://image.api.playstation.com/vulcan/img/rnd/202109/0713/yde6GT9WPbcAUL1QyqjumHs9.png?w=1024&,9.5
1014,Tom Clancys Ghost Recon Breakpoint,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/img/rnd/202109/0713/yde6GT9WPbcAUL1QyqjumHs9.png?w=1024&,
1014,Tom Clancys Ghost Recon Breakpoint,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/img/rnd/202109/0713/yde6GT9WPbcAUL1QyqjumHs9.png?w=1024&,
1015,Tomb Raider I-III Remastered Starring Lara Croft,show,show,Primaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202402/0221/b10e4dff0c3c4ba38ef9a331671b156c70bdfadc32a8f5cf.png?w=1024&,
1015,Tomb Raider I-III Remastered Starring Lara Croft,show,show,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202402/0221/b10e4dff0c3c4ba38ef9a331671b156c70bdfadc32a8f5cf.png?w=1024&,
1015,Tomb Raider I-III Remastered Starring Lara Croft,show,show,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202402/0221/b10e4dff0c3c4ba38ef9a331671b156c70bdfadc32a8f5cf.png?w=1024&,
1023,Tomb Raider: Definitive Survivor Trilogy,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202103/0411/6WCniRsHGdHc6mJU7rOQ6yRu.png?w=1024&,
1023,Tomb Raider: Definitive Survivor Trilogy,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202103/0411/6WCniRsHGdHc6mJU7rOQ6yRu.png?w=1024&,
1037,UNCHARTED 4: A Thief�s End & UNCHARTED: The Lost Legacy Digital Bundle,show,hide,Secundaria,PS5,https://image.api.playstation.com/vulcan/ap/rnd/202111/2001/9Vdas199J3tqxTIBWGijbpjW.png?w=1024&,
1037,UNCHARTED 4: A Thief�s End & UNCHARTED: The Lost Legacy Digital Bundle,show,hide,Secundaria,PS4,https://image.api.playstation.com/vulcan/ap/rnd/202111/2001/9Vdas199J3tqxTIBWGijbpjW.png?w=1024&,
1041,Unravel Yarny Bundle,show,hide,Secundaria,PS5,https://image.api.playstation.com/cdn/UP0006/CUSA10483_00/lRdXLpPuerDVd7823MfTrlvs9794nR3t.png?w=1024&,
1041,Unravel Yarny Bundle,show,hide,Secundaria,PS4,https://image.api.playstation.com/cdn/UP0006/CUSA10483_00/lRdXLpPuerDVd7823MfTrlvs9794nR3t.png?w=1024&,
1046,Watch Dogs 2 - Gold Edition,show,hide,Primaria,PS5,https://image.api.playstation.com/cdn/UP0001/CUSA04459_00/y8TeaM5QNY5bdsi9nNY2WPUAeJ9FeY6I.png?w=1024&,
